,Date,Open,High,Low,Close
0,2021-07-23 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
1,2021-07-24 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
2,2021-07-25 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
3,2021-07-26 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
4,2021-07-27 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
5,2021-07-28 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
6,2021-07-29 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
7,2021-07-30 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
8,2021-07-31 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
9,2021-08-01 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
10,2021-08-02 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
11,2021-08-03 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
12,2021-08-04 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
13,2021-08-05 00:00:00,1.2999999523162842,1.350000023841858,1.25,1.25
