,Date,Open,High,Low,Close
0,2021-03-31 00:00:00,132.8017682317984,134.47673121139357,129.30132582972152,129.47680192109277
1,2021-04-01 00:00:00,135.09910039756645,137.25233068742355,134.97949014467721,135.9574974963243
2,2021-04-02 00:00:00,132.56793119140102,133.08653420807568,128.81829869608887,130.58075519539824
3,2021-04-03 00:00:00,135.46085048055926,136.25190717093366,130.9977774878131,135.29667484344122
4,2021-04-04 00:00:00,131.2243634394995,133.46306966344451,129.74195469493043,131.94056744292277
5,2021-04-05 00:00:00,131.259664331348,134.23394840331235,128.75194307194684,132.1646306046712
6,2021-04-06 00:00:00,126.28466311615716,130.77238168573973,126.03386861133522,128.57567704161121
7,2021-04-07 00:00:00,128.03386113244125,130.58094050153807,125.94297566788231,129.6055865514709
8,2021-04-08 00:00:00,126.86984203977497,127.52155066525836,124.38938967747771,126.87895981743048
9,2021-04-09 00:00:00,126.66759337902582,127.79737172227036,124.60275168263058,127.02212908210191
10,2021-04-10 00:00:00,132.51988505670928,132.85117898381378,131.0865798698247,131.91529880425406
11,2021-04-11 00:00:00,134.4794015508376,136.06313039836476,132.08502066458266,135.22616983449888
12,2021-04-12 00:00:00,130.21965660455663,132.88749797838432,127.71574215914846,131.10750034901432
13,2021-04-13 00:00:00,132.6901737648524,135.9060638299653,132.46154725164868,134.52496168082894
