,Date,Open,High,Low,Close
721,2021-07-26,42.66999816894531,44.880001068115234,41.93000030517578,43.16999816894531
722,2021-07-27,42.439998626708984,43.29999923706055,38.65999984741211,39.36000061035156
723,2021-07-28,40.90999984741211,42.0,39.790000915527344,41.84000015258789
724,2021-07-29,42.25,43.29999923706055,41.63999938964844,42.619998931884766
725,2021-07-30,42.22999954223633,45.20000076293945,41.529998779296875,44.68000030517578
726,2021-08-02,44.650001525878906,46.779998779296875,44.29999923706055,45.849998474121094
727,2021-08-03,45.22999954223633,45.79999923706055,43.7599983215332,44.56999969482422
728,2021-08-04,45.470001220703125,45.79999923706055,44.560001373291016,45.09000015258789
729,2021-08-05,44.75,46.29999923706055,44.02000045776367,45.599998474121094
730,2021-08-06,45.54999923706055,45.79999923706055,43.45000076293945,43.84000015258789
