,Date,Open,High,Low,Close
1651,2021-07-26,193.11000061035156,194.4199981689453,189.13999938964844,192.94000244140625
1652,2021-07-27,192.64999389648438,196.22000122070312,187.41000366210938,192.0800018310547
1653,2021-07-28,193.19000244140625,196.4600067138672,189.9499969482422,195.02999877929688
1654,2021-07-29,195.19000244140625,198.52999877929688,193.27999877929688,196.6199951171875
1655,2021-07-30,194.17999267578125,196.3000030517578,192.6300048828125,194.99000549316406
1656,2021-08-02,197.0,199.61000061035156,193.61000061035156,197.5
1657,2021-08-03,197.39999389648438,202.22000122070312,192.1999969482422,198.14999389648438
1658,2021-08-04,199.89999389648438,203.17999267578125,198.27999877929688,202.74000549316406
1659,2021-08-05,205.0,207.3300018310547,203.4199981689453,206.3699951171875
1660,2021-08-06,205.24000549316406,205.6999969482422,202.10000610351562,203.66000366210938
