,Date,Open,High,Low,Close
1120,2021-07-26,8.229999542236328,8.399999618530273,8.229999542236328,8.359999656677246
1121,2021-07-27,8.289999961853027,8.380000114440918,8.229999542236328,8.3100004196167
1122,2021-07-28,8.300000190734863,8.34000015258789,8.229999542236328,8.270000457763672
1123,2021-07-29,8.300000190734863,8.4399995803833,8.300000190734863,8.350000381469727
1124,2021-07-30,8.319999694824219,8.420000076293945,8.239999771118164,8.319999694824219
1125,2021-08-02,8.369999885559082,8.460000038146973,8.199999809265137,8.300000190734863
1126,2021-08-03,8.319999694824219,8.319999694824219,8.180000305175781,8.199999809265137
1127,2021-08-04,8.15999984741211,8.270000457763672,8.130000114440918,8.220000267028809
1128,2021-08-05,8.210000038146973,8.390000343322754,8.210000038146973,8.380000114440918
1129,2021-08-06,8.420000076293945,8.489999771118164,8.289999961853027,8.449999809265137
