,Date,Open,High,Low,Close
0,2021-07-26,36.62205129048685,36.97941454397969,36.3539344043307,36.754361918547126
1,2021-07-27,36.977389592442016,37.09597347003694,36.5518040783319,36.879205232762494
2,2021-07-28,37.015208221878396,37.0879163054786,36.0715484833772,36.67120427955146
3,2021-07-29,36.77637814647317,37.263429360712976,36.70512297550373,36.90274789764524
4,2021-07-30,36.48768248920434,36.83367802803784,36.266842871599565,36.471855971835474
5,2021-08-02,36.46550004150215,36.940856216505395,36.03383213215773,36.47116958937461
6,2021-08-03,37.16634768050549,37.24117053279437,36.6005826009455,37.21719991646809
7,2021-08-04,36.774912744823816,36.99690292663891,36.410534840436924,36.669029585000864
8,2021-08-05,37.17272794976909,37.23633120460582,36.57946636657,37.03309629768077
9,2021-08-06,37.90832655854467,38.22558356605103,37.85381558102791,37.954395451600476
