,Date,Open,High,Low,Close
0,2021-07-16,30.917471001188684,32.82949796351142,28.982235583744945,30.02650725501587
1,2021-07-19,24.114140311040835,32.89100296129943,22.61445648548769,26.37034524543038
2,2021-07-20,33.86958854179013,34.99209840292898,31.452355642478295,34.069809881249654
3,2021-07-21,33.70017395902211,42.61490282238675,31.314048859769244,40.257304386104096
4,2021-07-22,33.78148058024803,41.833881147223806,33.0291359020191,39.11199117032367
5,2021-07-23,32.94868743536914,33.908906315648224,29.71965562739946,33.596081689126756
6,2021-07-26,34.35832939349432,40.187310317173456,27.769612024465257,32.69930661992782
7,2021-07-27,35.84066280599278,36.25982296361891,31.972204032924182,33.28106217434031
8,2021-07-28,31.612065790542296,40.837645258668466,26.45013627584989,36.651329292382
9,2021-07-29,27.055812727608618,29.550229836076138,24.791023432837612,29.202228663194404
