,Date,Open,High,Low,Close
1645,2021-07-16,21.6200008392334,21.690000534057617,19.8799991607666,19.93000030517578
1646,2021-07-19,19.200000762939453,19.59000015258789,18.510000228881836,19.260000228881836
1647,2021-07-20,19.25,20.18000030517578,18.790000915527344,20.049999237060547
1648,2021-07-21,20.209999084472656,21.290000915527344,20.209999084472656,21.18000030517578
1649,2021-07-22,20.209999084472656,21.360000610351562,19.520000457763672,21.06999969482422
1650,2021-07-23,21.299999237060547,21.68000030517578,20.739999771118164,21.579999923706055
1651,2021-07-26,21.81999969482422,22.18000030517578,21.31999969482422,22.020000457763672
1652,2021-07-27,21.690000534057617,22.309999465942383,21.25,22.260000228881836
1653,2021-07-28,22.3799991607666,23.780000686645508,22.31999969482422,23.559999465942383
1654,2021-07-29,24.0,25.829999923706055,23.90999984741211,25.219999313354492
