,Date,Open,High,Low,Close
928,2021-07-16,2.0350000858306885,2.1500000953674316,1.9800000190734863,2.009999990463257
929,2021-07-19,1.9700000286102295,1.9800000190734863,1.840000033378601,1.9500000476837158
930,2021-07-20,1.9600000381469727,1.9630000591278076,1.875,1.940000057220459
931,2021-07-21,1.940000057220459,2.069999933242798,1.909999966621399,2.0
932,2021-07-22,2.059999942779541,2.059999942779541,1.9700000286102295,1.9700000286102295
933,2021-07-23,1.9600000381469727,1.9700000286102295,1.809999942779541,1.909999966621399
934,2021-07-26,1.8700000047683716,1.9299999475479126,1.8300000429153442,1.850000023841858
935,2021-07-27,1.8799999952316284,1.8799999952316284,1.7599999904632568,1.8200000524520874
936,2021-07-28,1.8600000143051147,1.899999976158142,1.8300000429153442,1.8799999952316284
937,2021-07-29,1.899999976158142,1.9500000476837158,1.8600000143051147,1.875
