,Date,Open,High,Low,Close
0,2021-07-16,21.43433775226338,22.978322579420535,20.34713302575655,22.10860416628418
1,2021-07-19,22.426380002052767,23.094493352137135,20.624160381654004,21.01246831061187
2,2021-07-20,23.110453253183238,25.09978101886569,21.51859531490785,21.978371903436294
3,2021-07-21,23.895358958476095,24.929116129202416,22.742645399731234,23.236727886860272
4,2021-07-22,24.575442230535646,27.11113442309885,23.300378065167635,24.337082817926603
5,2021-07-23,23.35929038166307,25.337941904498877,22.094361843623773,23.04948287690102
6,2021-07-26,22.768558924605347,25.23934118272486,22.350440001205747,23.40584488673847
7,2021-07-27,22.69976612633103,24.59859840258389,21.38555628114357,22.465012389433305
8,2021-07-28,21.925383825906017,23.741870780020164,20.878188335296244,21.917988231853236
9,2021-07-29,23.142087545376203,23.142506436270516,21.86588368421056,22.415485630790613
