,Days,Open,High,Low,Close
0,1,1.947263824052538,3.2210117120065305,3.0083558764877525,3.8686998467351175
1,2,4.721534577431523,5.11339579049786,5.544731941182373,5.663547671101741
2,3,6.26546265736076,6.4507437014705085,6.526901736332055,6.174945087284388
3,4,8.206406236473368,8.487308280030392,7.936937511639502,7.833495687845936
4,5,8.708512271256486,8.584627945980266,8.541092342501422,8.80666642450427
5,6,10.244367249081238,9.291681447363953,9.972973735006748,9.927463963379804
6,7,10.82771917177336,11.635773748158554,9.095274849056215,10.383805965038253
7,8,10.792732455330047,12.101286169623565,10.111501533185969,10.946819213898166
8,9,12.14760870414841,11.184733692724924,11.895215053421405,12.745862191568015
9,10,13.010717592896633,12.217376566446312,13.459780720740321,11.93999339222298
10,11,13.112004545187373,12.712371292962635,13.206589140573213,13.476573640328583
11,12,14.872391271921302,12.744694806774032,13.963045565087757,12.991217323447612
12,13,14.08946975224556,14.841218939636102,14.616079419112614,14.443935963190755
13,14,14.809337678910039,15.061827016881919,13.82940431848752,14.944898491422641
14,15,14.7281452847958,14.911988536308796,16.482806877130265,14.942805832830794
15,16,16.171741141685708,14.379778486314208,15.806717792358265,15.55977959725712
16,17,15.766005832096454,15.796455770574187,15.559655627929825,16.763586880118226
17,18,17.199938159870833,16.212647807154976,17.171736521579984,16.35540684518118
18,19,17.249379171573455,15.947007309958497,16.77346418728976,16.643489311366267
19,20,17.801826239380972,17.416791148715593,17.971623973891383,17.648221830300972
