,Date,Open,High,Low,Close
0,2021-08-09,3.3976089153160727,3.4852372322613627,3.2755048637608146,3.387632123984279
1,2021-08-10,3.4048297400355376,3.504909979636975,3.2734972018174777,3.3934805804507
2,2021-08-11,3.4144689635265055,3.489088925762039,3.278012418372437,3.3636176922625443
3,2021-08-12,3.368566857100112,3.45010872962778,3.230791047033634,3.3490051850941223
4,2021-08-13,3.3553889132783303,3.4728273876591174,3.216872673915572,3.3461199464346802
5,2021-08-16,3.3755569620614865,3.472135797658425,3.2364284066241336,3.3535874678720474
6,2021-08-17,3.387151770439007,3.5108484029015727,3.2296397255651312,3.3560232607819542
7,2021-08-18,3.3751419806591594,3.5084810545512237,3.243321538775109,3.375325829113498
8,2021-08-19,3.406512295404293,3.5281827095242075,3.2504779008494404,3.3737717075244444
9,2021-08-20,3.39423448271638,3.5538533030516204,3.2473436824784074,3.385318617936786
10,2021-08-23,3.402770188075584,3.544039302584335,3.2504480074577593,3.3981344278797097
11,2021-08-24,3.4076492167550327,3.527314905709988,3.2301641651489765,3.367849673334881
12,2021-08-25,3.3892776900029613,3.5312415957109486,3.219939536064361,3.364816657215172
13,2021-08-26,3.380844120395509,3.511731041599873,3.2267534668734266,3.3553844590267765
14,2021-08-27,3.362801979264677,3.519369062689267,3.2227370448413044,3.364554224111651
15,2021-08-30,3.3917904202122737,3.536643714344643,3.236746260866954,3.3849109703295652
16,2021-08-31,3.3867526788549616,3.5415067572841776,3.2475620767911293,3.4131640487213364
17,2021-09-01,3.4197009950405914,3.5817045388168096,3.277847401960038,3.425711184252586
18,2021-09-02,3.4500478164751054,3.5875276701488588,3.2642931254420895,3.4048239310608746
19,2021-09-03,3.403238698955976,3.5355768010611737,3.2330368708584127,3.372737489641991
