,Days,Open,High,Low,Close
0,1,3.9078151650887354,8.268087579905398,5.581900125616912,6.251031623699487
1,2,11.267249394491214,14.74288536746262,8.119316850841935,11.12730243281489
2,3,13.03897604419579,15.184219516325102,11.471397159379569,13.24485261119297
3,4,14.586812232009335,12.689940864698974,11.776650777229948,15.354683453964627
4,5,15.035837463412475,18.05992831040175,17.635305945445648,18.870577912297136
5,6,20.792600582195657,22.126672742110006,18.137882976091426,19.40884201252801
6,7,21.850255675858456,24.77825223777941,18.38114723435448,21.123420863731962
7,8,20.298818913626228,28.387508906126648,28.23715418440826,28.139607544024955
8,9,28.050179051647806,23.097676053178755,22.13015040420454,27.25577089330688
9,10,25.687083450773027,25.780034412981895,30.41003085139544,28.505580008775723
10,11,30.05652633610095,32.63072570879466,27.090837347075695,28.9629963508129
11,12,43.07583470677321,30.77831530046589,33.67600958630384,34.57796522146766
12,13,32.98717486787848,31.042951785894843,36.123906259833255,30.00574242065187
13,14,33.16128482870352,36.877516260544596,34.517318088107935,36.922653998570944
14,15,46.62911500815411,42.15541641646415,32.26547678672992,42.49008571169341
15,16,35.29631235007705,36.02678605973496,41.79309245798677,36.847654796661516
16,17,41.50984934523441,46.556849296267266,45.68285426896053,47.35831469223061
17,18,44.923827566889734,39.940769743127504,44.90350707120694,42.205733935972916
18,19,47.87439485619141,52.20554770038181,42.63303766290192,51.15782205799757
19,20,37.95488303276077,43.658742516019515,41.41513512864218,42.138890807611546
