,Days,Open,High,Low,Close
0,1,1.4217825767332422,3.39845754938725,2.652820756870287,4.547499772958939
1,2,4.726547241347068,5.985318344843536,4.841669926157174,5.665991733883231
2,3,5.879020562114477,6.97854682854248,5.929933608762975,7.347612425586473
3,4,5.7204361462131095,8.51647814950132,6.460002463054883,8.905348890424612
4,5,8.709971362824959,8.605843728514397,9.275359863829081,9.736817314863156
5,6,12.663101801988612,8.609395405725646,10.026006531447516,11.330282891650224
6,7,12.673725520854127,12.384246733448634,13.150068873455531,11.892588589549515
7,8,10.374486171121895,13.599355190706275,12.521478435342155,16.65293643579469
8,9,15.931142600956175,14.130185647418996,13.700113194256895,14.74623159130974
9,10,14.455310326509155,11.93810515398393,15.062649676931702,14.96474587677512
10,11,13.992238446347113,15.232115253581474,10.268086509722965,13.81681997696687
11,12,14.480642939610352,19.95555054094587,16.40519874977904,15.034791410012598
12,13,19.75302274453704,18.589783294717652,15.277482313029788,12.748185821569331
13,14,16.998384820834445,20.324776410813122,18.03143429026748,19.000396514364006
14,15,19.51214072108271,18.162738117657575,17.33794210552683,16.050932487664376
15,16,14.837018266483208,19.337303150621327,16.812284517374415,17.487127680833716
16,17,18.81713871835611,17.059690097938418,15.301553658826938,15.774402354488753
17,18,20.441613475426806,17.869881281833607,16.62375716654327,20.485543988932804
18,19,20.17857074618921,23.601637944060016,16.391413344506546,22.39399653882985
19,20,22.459283799686155,21.473667356483595,20.529219883852498,23.465752132831902
