,Days,Open,High,Low,Close
0,1,0.9106861628905275,1.4718121316111417,1.8169823021981122,1.7651029007051195
1,2,1.7677505702632117,2.735651473684196,3.058577997686078,3.2148978647749167
2,3,2.536172801921108,2.5579912726164564,3.4269108167714553,2.8503992008715704
3,4,3.726065755566825,3.4332331770083244,4.090159691965051,4.417787147480845
4,5,4.009312223476009,4.10737491511653,4.263708692073605,5.188558028818283
5,6,3.5582824030286626,5.370267643895291,6.28213828742062,5.831411950330465
6,7,4.930710842874787,5.121745997324445,4.917520596476783,4.20511774127616
7,8,5.942132020874382,5.909928379768663,5.907586323103833,6.162571403299953
8,9,6.796585045896299,6.664312654176683,6.7372303675609215,8.073898702898209
9,10,7.408365925670212,6.437827898861098,9.260606410810531,9.193586524904077
10,11,7.470974727629853,8.605794016185005,6.552170671945294,7.451287649159852
11,12,7.076100106261982,7.606456810128186,7.9444915272698315,8.271112162055232
12,13,7.148463701283654,10.748466005607435,8.225663477529796,11.137722387592957
13,14,8.514294692963563,8.8538336525939,9.359706550342807,8.265365269956739
14,15,10.09459272284648,9.238852056030327,11.222981013870418,10.614628829487605
15,16,11.925825345297147,8.403614229787607,11.76856776827137,12.608936796008681
16,17,11.21759646961206,9.160194281522024,9.338391202962812,9.467163639846536
17,18,9.514759350271765,11.225644227677705,10.23105934261622,13.367587950205735
18,19,11.897672825418779,10.208639532169917,12.190994227469105,10.81820687095283
19,20,13.435130289253054,9.0676044053293,12.274598294681313,13.759060328905925
