,Days,Open,High,Low,Close
0,1,1.3432974370894515,2.2489337453040754,2.7050419073223484,3.06437768179053
1,2,3.571578553682417,3.858823841878918,3.9740760503230717,4.433878169429848
2,3,4.454541252116334,5.0113875286377985,4.700747095367898,5.293178300191924
3,4,5.8257946717106455,5.774131477527331,6.133584808739681,6.4419019206057095
4,5,6.638802578174201,6.457509807021556,7.209114576089452,6.584937877607172
5,6,7.181706769643195,7.136157248310852,6.686743272736029,7.616370174100177
6,7,8.437988101729742,8.169551997257127,7.83807904355031,8.93273197491679
7,8,9.56817324844757,9.02687616243016,8.782685877590904,8.821667846520732
8,9,9.084853400150973,9.65308689043022,9.021330393034246,9.19545292690027
9,10,9.57701562852973,11.176169528838722,9.940177821130414,9.718599772614736
10,11,10.878475408753422,10.450670316685622,11.270240371481517,10.115046811388563
11,12,10.191549111048111,10.583785050945876,11.628735385750923,10.736706407537165
12,13,10.962571812660217,11.508796049245904,10.674806583495297,12.072246109625352
13,14,12.796128158657632,12.789045768175324,11.261683940218129,12.62457399584453
14,15,12.452858538891615,12.388065921466834,12.699354973069127,12.59161728173032
15,16,13.952931841150729,13.532945948060728,13.23068974546222,12.395834762085336
16,17,13.141784286118911,12.877032447145908,14.23364487174051,12.69581524275744
17,18,14.476109881092079,12.84667971666796,14.371158659146861,13.418763452703809
18,19,12.937655718839421,13.09911344443027,13.67155979603179,13.999922548822802
19,20,14.179430441716079,14.90996940792674,16.408626309676812,14.946728796576355
