,Days,Open,High,Low,Close
0,1,1.6357020409315546,1.891391097064992,2.0883969662791535,2.7841761426810137
1,2,3.235000959002279,3.796221328517549,3.888345855710688,4.492858809126033
2,3,3.968433073642175,4.426699065060559,5.330970538503725,4.6387271482723875
3,4,5.2487964120036565,5.163747646472239,5.762398132822366,5.743741026544045
4,5,5.580140293538034,6.417884590383313,6.3885605670630135,6.952200775080723
5,6,7.216456142828761,6.960160514369479,6.919493992147316,7.153313875406294
6,7,6.957380498095166,7.6287908867532455,7.4799634528666035,8.326271767475902
7,8,7.810547195821665,8.2405461246377,8.81779381360184,8.217380182619326
8,9,8.297150002243033,8.554863577585262,8.961214599531646,8.91405804971661
9,10,9.170173615350652,10.751916424116803,9.119603154080842,10.022530663424604
10,11,9.76720150047382,9.78929494658561,9.915876932165574,10.463251222689433
11,12,9.730162436250454,9.707929494505962,9.548659556218512,10.60936160439272
12,13,12.155465174168206,11.685938270449093,12.12371559172923,11.471941310731452
13,14,11.914010433627105,11.344161054470709,11.348772398151986,13.651697791348642
14,15,11.568992213982284,13.101708249709244,12.289173020781659,13.133403308794305
15,16,12.402399626807604,12.697833995041433,12.662070322832644,12.405629986794171
16,17,11.557996568475007,12.970973267812214,13.085875007755185,12.616784489300713
17,18,15.082269040942204,13.413175296197279,13.298547439900728,15.30481228947081
18,19,14.26743447224852,13.246250012090668,14.046718239166758,13.495861625415742
19,20,13.644488129908328,13.324183373892534,14.259132719926384,14.069764911400922
