,Days,Open,High,Low,Close
0,1,1.6707918392576806,2.85112629168463,2.6047172205632285,2.98636505852283
1,2,4.233985000372264,5.135194736259875,4.591160079676017,4.813839197003728
2,3,5.209841951308636,6.808812707664768,4.797991373782118,6.130940434008924
3,4,7.858411428512293,6.735706284017912,7.078968871371898,7.228829644433134
4,5,6.774515211684527,7.889874173187051,7.269929881508323,8.645625604408734
5,6,7.7958127002986215,7.126693980317729,7.681555426958801,7.8778160081489785
6,7,8.663917571868673,9.08428807569692,9.206662113008631,8.800645166135887
7,8,7.5099526099166445,11.605477882923083,8.776698607880842,8.33063711914497
8,9,9.740870008665613,9.456283252199183,9.973096288301738,8.761187489231311
9,10,11.345585431294447,9.129803584985652,10.31798558858354,14.21304947802186
10,11,11.240149801975306,10.368513353025897,12.365910040467375,11.45763843979634
11,12,10.67192141216156,12.643755985041093,13.121505594399812,11.335526406847148
12,13,12.624521008938498,12.933307936346823,13.857156744386648,11.868071528377031
13,14,12.720764399800888,11.985583140012487,12.206317572590581,12.46134699150814
14,15,13.360100814854595,15.78416936297415,15.197149288924518,12.350763064565301
15,16,12.229127504323186,16.380684357580783,12.96204789906592,12.957562068657655
16,17,15.477000856076806,11.284103282160064,11.12749852193695,12.661006480689352
17,18,12.656911075532989,12.886104050868767,14.167759534032529,11.411923211520133
18,19,11.315714410748864,11.209005772614853,13.50571350595501,12.257383116670772
19,20,14.358889325841204,14.552489793202838,15.14621637006862,13.219786533169104
