,Days,Open,High,Low,Close
0,1,3.1435905089300005,5.343782440912549,2.859452329930895,6.6092477997560675
1,2,5.732383299608533,7.637061711152512,6.623221294872274,9.257854762999651
2,3,7.202543719891765,9.513495584666057,7.785323099321066,8.860942781771488
3,4,9.506389891693399,12.2787179237563,9.813437177353576,11.137272453368613
4,5,14.212567329899022,11.592269710736272,11.64073827481943,13.726447872624295
5,6,10.552379032339323,11.889550870591906,13.037610518684051,12.699193607722691
6,7,13.070584484392931,14.015242355891248,10.00263862272736,16.589709860743252
7,8,13.973827919077571,16.398145091726153,15.257671575613909,13.433929885443154
8,9,17.491547119425835,19.315560221462295,16.161495805329153,15.968692525923844
9,10,19.169471428522556,17.295079357770273,17.07425480868193,18.77128205799392
10,11,16.302754937216655,15.51122605587879,15.980678287908614,15.50188544304217
11,12,20.84005428681473,18.746444881484898,17.959730430065946,18.864939029112445
12,13,22.32357072697704,23.038743534260917,16.721965280440234,21.704480770659384
13,14,22.80067131405062,18.001028637863772,17.8405341411,18.60138624020911
14,15,18.326838009088803,20.865470911130508,21.725762987348826,18.26303140801327
15,16,19.3672921021619,17.59598154092233,19.445293400028568,20.46424671070309
16,17,27.601939892663236,23.217866523697584,24.51854057690703,22.15524097076199
17,18,21.56775421652396,20.81484460733716,20.253883943915145,24.110311577567547
18,19,20.278425832652683,16.435891559729463,25.415274597543927,18.991868353654326
19,20,25.75327154567087,23.541947632793423,21.58377337458648,21.25759340223454
