,Days,Open,High,Low,Close
0,1,1.4406678594555018,1.6634847129869323,2.2042588563135608,2.019519473901451
1,2,2.8291962108590254,2.630148575523754,3.255683239749909,2.778055625619367
2,3,3.066754413525329,3.478669501870016,4.254136134600869,4.029588747609506
3,4,4.574000447111132,3.909204625494621,4.554175524979766,4.023818756361454
4,5,4.870284650445525,4.722926079189088,4.994385715964708,4.852475884275295
5,6,6.379803811034135,5.570877683406293,5.8430883647591045,5.391726048503014
6,7,6.157242532154408,5.2674365428342576,6.700392345200075,5.951731567181582
7,8,6.183539454099738,5.394331803152119,6.465844053278044,6.965743220323984
8,9,6.898818187162368,5.931527986728651,7.17385975134631,6.843201661445286
9,10,8.331911803779056,6.539000460080686,8.189034161149666,6.560247718538522
10,11,8.686018362459004,7.584345959432438,9.657696405081296,8.442718019469375
11,12,8.340606473326927,7.323968698217354,9.737210893689145,9.739043236047399
12,13,8.270963806085298,8.511053462904295,10.048353169252385,8.36979528908967
13,14,8.882809334665959,7.949804803950107,9.715612004616204,8.46029870681692
14,15,8.374769390273364,9.384626884892251,9.283429512192368,8.991990449443227
15,16,8.904599677994307,8.970052543213201,9.562834567667425,8.724791208864627
16,17,11.965486523239091,9.004453687108938,10.345793305985078,11.435181554197456
17,18,11.691742314717994,10.567894810357329,9.803175176407748,9.47324098336943
18,19,11.357915823250071,9.955941633882102,11.331309371081037,11.333397535743668
19,20,12.046172447023254,9.83019278323783,10.832723641580303,11.355962706577381
