,Date,Open,High,Low,Close
0,2021-07-30,225.19829158610995,226.4721012421586,223.4544150892203,224.96978304845663
1,2021-08-02,225.31079366590666,226.51235987002414,223.74856546034962,225.14885286394812
2,2021-08-03,225.84626236216388,227.18302069989963,223.7526655676224,225.4883145977879
3,2021-08-04,225.49013749645127,226.65533778996286,223.5964036002365,225.2638116244532
4,2021-08-05,225.85846988453648,227.35011908132094,223.83900598434647,225.6883251581956
5,2021-08-06,226.5730655015701,227.7892669847612,224.29345719716332,226.0420696977853
6,2021-08-09,226.13498617645803,227.79305394096025,224.33762443265894,226.22140559732756
7,2021-08-10,226.45848812557614,227.7185327619573,224.44546830265662,225.82815330140122
8,2021-08-11,226.11317142139725,227.56065543171096,224.1761753042845,225.71034887412767
9,2021-08-12,225.99503386084464,227.76441623586345,224.30646981685905,226.488567858766
10,2021-08-13,226.68743307414456,228.0507121556134,224.48971711449934,226.21663543046714
11,2021-08-16,226.2794565210833,227.81556421917452,224.24148027713304,226.12578523258142
12,2021-08-17,226.63833209022246,228.64484649836243,224.65624313079414,226.6052465720506
13,2021-08-18,227.06237567170942,228.13983127030286,224.85438663237562,226.52991131019286
14,2021-08-19,226.8090581264577,228.34575524569382,224.58803371690956,226.72884929813767
15,2021-08-20,226.90851336520143,228.3315235968948,224.40712505819764,226.08981477961373
16,2021-08-23,226.34322235359082,228.09386778981093,223.95847298982474,225.9350722615227
17,2021-08-24,225.5575370838418,227.03021623834192,223.31714544672002,225.16404040113844
18,2021-08-25,225.90359354266704,227.26417996636408,223.58598709670693,225.52283511715257
19,2021-08-26,225.9522776334073,227.67841814768292,223.87445932006318,226.10206336755888
