,Days,Open,High,Low,Close
0,1,1.4537988265415525,2.3072111120316348,2.3475635438522966,2.597459739207826
1,2,3.0525177694687677,3.331265403398988,3.0184083893500295,3.550091841828714
2,3,4.1022758971566375,4.347621206557323,4.409334953025083,5.7648688617524195
3,4,4.257370095125174,5.2726326439931395,5.627802449163503,5.324300654829379
4,5,5.864382620226954,6.08557246099499,5.637888188440513,6.0050081093412215
5,6,6.172403190300728,6.260229856689271,5.894482212964018,5.602396145693894
6,7,6.885518947788689,6.6931068287402535,6.916096927291851,6.431425091536126
7,8,6.482061940984285,7.794062575051682,7.2436466454585755,7.2192219770613315
8,9,6.867519634526495,7.78303937173562,7.384773215668687,6.995705860186895
9,10,7.565479975091105,8.056045867910251,7.428659552513919,7.845526048883318
10,11,8.681176626863545,8.336870329986988,8.035634308987062,8.787410564244313
11,12,8.926020504956544,8.478022519728151,7.6483906329366755,8.339245250380044
12,13,9.154189057879751,9.762331729638912,8.358200684121838,9.404182330513015
13,14,9.81977873762858,9.655881247471905,9.252449497503688,9.359473725746659
14,15,10.399003501571745,10.001096412744817,9.93417263100153,9.141288038028138
15,16,10.279403401055784,10.872037176480996,9.496462912471815,10.831236399036198
16,17,10.363860295434602,10.954801957747577,10.179060677631028,10.386770785925533
17,18,9.947703939660837,10.6742930028925,11.108355460314185,10.753312126793006
18,19,11.022227225963217,11.409575016700785,11.012460156801302,11.872711040850868
19,20,11.476974257009758,12.89354427830198,11.840126548168659,11.983166508329496
