,Days,Open,High,Low,Close
0,1,1.575874964408752,2.437961014608677,2.8296967910538786,3.480257427846988
1,2,4.008019145859527,4.450633574787471,4.839640937438701,5.057352319864071
2,3,5.6647071545142635,5.616691437899662,6.431992381096115,6.117013909643733
3,4,6.707788645226775,6.720153185371566,7.017258605431537,7.3192567133231945
4,5,7.611441858447742,8.710550214514017,8.69295360231797,8.567896379125717
5,6,8.269884310781345,8.247391864231323,9.870794978692578,9.19766772388674
6,7,9.318379869567394,9.047295027092993,10.15307559950556,10.003561780043094
7,8,9.461317267554609,10.285803596047408,10.373110620267987,10.833030194279877
8,9,10.901463045841028,10.474575000012978,10.748038139658119,10.703225890658267
9,10,12.388521787063329,12.409210430196472,12.441950938889542,12.107252563710158
10,11,11.381173881682997,11.968481067062864,13.456318899936472,12.74164512928657
11,12,12.130846871884614,12.320216491102363,13.429365934814694,14.491509717740758
12,13,14.059447834839988,12.50904477466585,12.411945266698734,14.167848784757057
13,14,12.537808329172396,13.919172020017317,15.29361816884704,13.936919345464641
14,15,16.77110618905865,14.198089911848017,14.915416811929916,14.665943037275232
15,16,15.474169678086154,15.57426036847802,14.701522244482922,15.92200220677993
16,17,15.19644463849606,15.080081665695861,15.65419113826147,15.664747319533204
17,18,16.140144237336504,15.848036815456572,16.40152092376769,16.71750723890935
18,19,16.193437905694207,17.22950990471998,16.372922097287216,16.192576781391804
19,20,17.69593103014219,15.95966436689264,17.71564146411112,17.303317028591295
